years_experience,education_level,job_category,company_size,salary,num_employees
15,Master,Data Scientist,Large,61222,4257
18,Master,Data Scientist,Large,67073,8349
14,MBA,Business Analyst,Medium,78526,570
1,Master,Business Analyst,Small,42178,466
13,Bachelor,Data Analyst,Medium,48555,1716
15,MBA,Data Analyst,Small,80913,326
7,MBA,Business Analyst,Medium,64879,1830
15,MBA,Project Manager,Small,73803,426
20,PhD,Data Scientist,Large,68489,5199
10,PhD,Software Developer,Medium,59572,1530
14,PhD,Business Analyst,Small,63043,59
6,PhD,Project Manager,Small,50592,181
14,MBA,Software Developer,Small,68735,353
12,Bachelor,Data Analyst,Small,53412,362
11,Master,Software Developer,Large,52880,7816
20,Master,Business Analyst,Small,65744,189
19,MBA,Data Scientist,Large,77652,5317
2,Bachelor,Business Analyst,Small,33804,172
20,Master,QA Engineer,Large,70948,7958
1,Bachelor,Project Manager,Large,38524,9003
8,MBA,Project Manager,Small,69069,187
14,PhD,Project Manager,Large,66893,6356
9,Bachelor,QA Engineer,Medium,46357,1245
2,Master,QA Engineer,Small,40947,116
5,Master,Data Scientist,Medium,38950,1381
8,Master,Project Manager,Large,40669,4096
16,PhD,Business Analyst,Large,71370,3127
16,Bachelor,QA Engineer,Medium,60292,763
13,Bachelor,Business Analyst,Small,57960,185
20,Master,Data Analyst,Medium,64456,1497
15,Bachelor,Project Manager,Large,50641,6668
1,Master,QA Engineer,Small,45240,374
3,Bachelor,QA Engineer,Medium,45706,1780
6,PhD,Data Scientist,Medium,63803,1171
14,PhD,Business Analyst,Small,63310,295
4,MBA,Data Scientist,Medium,65516,588
18,MBA,Data Scientist,Small,79982,149
15,MBA,Business Analyst,Small,74253,289
9,Bachelor,Data Analyst,Medium,43577,623
18,PhD,Business Analyst,Small,75966,199
3,PhD,Data Analyst,Small,57418,84
10,PhD,Data Scientist,Large,59214,9167
17,Master,Data Analyst,Large,65155,5248
7,Bachelor,Project Manager,Large,47482,9118
15,Bachelor,Data Analyst,Medium,57179,1440
1,MBA,Data Analyst,Medium,52591,1898
11,Master,QA Engineer,Medium,49602,696
17,Master,QA Engineer,Medium,60589,792
5,PhD,Data Scientist,Small,56045,181
7,MBA,Business Analyst,Small,73242,449
19,Bachelor,Data Analyst,Large,51519,2304
15,Master,Project Manager,Small,64594,470
3,PhD,QA Engineer,Medium,45259,971
15,Bachelor,Business Analyst,Small,55191,327
5,PhD,Project Manager,Large,44822,2097
12,Bachelor,Data Analyst,Medium,57264,818
20,PhD,Business Analyst,Small,73361,111
5,Bachelor,Project Manager,Large,44088,5140
3,MBA,Software Developer,Small,63740,173
9,Bachelor,Project Manager,Large,45443,7747
9,Bachelor,Project Manager,Large,38163,8211
7,Bachelor,Data Analyst,Large,35548,6240
2,PhD,Business Analyst,Medium,53152,1758
16,Master,Data Analyst,Small,58869,99
9,Bachelor,Data Analyst,Small,52830,237
13,Bachelor,Software Developer,Medium,51845,1245
19,MBA,Project Manager,Medium,82149,1006
20,Bachelor,Business Analyst,Small,64634,76
17,MBA,Data Scientist,Medium,80940,604
6,Bachelor,QA Engineer,Medium,42052,1326
4,PhD,Data Analyst,Small,53304,229
1,Master,Data Analyst,Large,46369,8272
18,Master,Data Analyst,Medium,63890,750
19,Master,Data Analyst,Small,54990,89
9,PhD,QA Engineer,Small,48008,411
13,MBA,Data Scientist,Small,68590,275
8,Master,Software Developer,Medium,55319,1141
13,PhD,Data Scientist,Large,63732,2060
15,PhD,QA Engineer,Large,73964,8409
11,Bachelor,Business Analyst,Small,53212,79
12,MBA,Software Developer,Medium,63819,595
14,PhD,Software Developer,Medium,69901,531
4,MBA,Business Analyst,Large,54736,4977
1,Master,Project Manager,Large,50548,4684
4,Master,Data Analyst,Medium,48404,1507
19,Master,QA Engineer,Large,70983,2700
9,Bachelor,Business Analyst,Small,49555,357
10,Bachelor,Data Scientist,Large,47952,6529
4,MBA,Data Scientist,Medium,61540,1509
20,MBA,Project Manager,Small,75676,266
9,Bachelor,Business Analyst,Medium,47867,1989
13,PhD,QA Engineer,Large,64199,4592
12,MBA,Project Manager,Large,73202,6521
11,MBA,Project Manager,Small,68110,343
12,Master,Project Manager,Small,51069,64
18,MBA,Software Developer,Small,77572,461
12,MBA,Software Developer,Small,66188,364
16,PhD,Data Analyst,Large,62687,8746
5,MBA,QA Engineer,Medium,55700,1373
20,PhD,Data Scientist,Large,71338,3239
12,Master,Data Scientist,Large,56028,2498
11,Bachelor,Data Analyst,Small,46456,345
9,Master,Data Scientist,Small,53652,122
18,PhD,Project Manager,Medium,69144,982
3,PhD,Data Analyst,Medium,49875,1103
20,MBA,Data Analyst,Large,85410,7303
17,MBA,Business Analyst,Medium,73314,967
14,Bachelor,Software Developer,Small,51173,182
1,PhD,QA Engineer,Small,50718,263
17,PhD,QA Engineer,Small,72099,472
8,Master,Software Developer,Large,45346,7748
5,Bachelor,Project Manager,Medium,42604,1417
5,Master,QA Engineer,Small,46675,409
9,MBA,Data Scientist,Large,70262,9530
3,MBA,Data Scientist,Large,56484,2091
19,Master,QA Engineer,Large,63918,7842
9,MBA,Business Analyst,Medium,74930,1140
18,Master,QA Engineer,Medium,60520,925
16,PhD,Data Analyst,Medium,72788,1479
1,PhD,Project Manager,Large,47432,7301
2,MBA,Data Analyst,Large,57779,4241
14,Bachelor,Software Developer,Medium,50881,1796
14,PhD,Project Manager,Small,59734,429
1,MBA,Project Manager,Medium,52185,1474
16,Bachelor,Data Scientist,Large,58470,7562
15,MBA,Project Manager,Large,71459,5968
15,Master,Business Analyst,Large,55404,3196
12,MBA,QA Engineer,Large,67060,4840
16,Master,Data Analyst,Large,52166,2258
14,PhD,Data Scientist,Large,61656,7574
15,PhD,Data Scientist,Medium,64974,1993
15,MBA,Business Analyst,Large,69200,7208
19,Bachelor,Business Analyst,Large,60332,6686
8,MBA,Business Analyst,Large,64865,9795
2,MBA,Business Analyst,Large,54784,6664
2,PhD,Data Analyst,Large,51248,4627
10,PhD,Business Analyst,Small,59960,361
3,MBA,Data Scientist,Medium,63213,1898
17,PhD,Data Scientist,Medium,61790,1667
8,Master,Project Manager,Small,58305,384
4,MBA,QA Engineer,Small,59569,430
14,PhD,Data Scientist,Large,68839,3153
10,MBA,Data Scientist,Medium,62384,1236
1,PhD,Data Analyst,Medium,49171,1355
4,Master,Project Manager,Small,43876,84
1,Master,Data Scientist,Medium,44288,1425
17,MBA,Software Developer,Medium,83683,1684
17,Master,Data Scientist,Large,61694,5077
7,Master,QA Engineer,Large,46787,6216
20,PhD,QA Engineer,Large,72256,9906
15,MBA,Project Manager,Medium,62953,1100
13,PhD,Project Manager,Medium,61492,1697
2,PhD,Business Analyst,Large,40072,4337
19,Bachelor,Data Analyst,Large,63598,4900
13,Master,QA Engineer,Medium,60699,1377
11,PhD,Software Developer,Medium,64243,747
15,PhD,Software Developer,Small,61892,66
10,PhD,Business Analyst,Large,53324,7244
9,Master,Data Analyst,Large,56528,2374
9,Master,Data Analyst,Large,64384,7690
20,Master,Project Manager,Medium,68173,1260
1,MBA,Data Scientist,Medium,64791,1175
17,PhD,Software Developer,Small,69361,196
12,Master,Software Developer,Small,53942,323
10,PhD,Software Developer,Large,68528,5093
5,MBA,Software Developer,Small,61709,379
18,Bachelor,QA Engineer,Medium,62527,1723
15,MBA,Data Analyst,Small,73290,435
6,Master,Data Scientist,Small,46702,115
7,Master,QA Engineer,Medium,48392,1219
17,MBA,Data Analyst,Large,78499,7555
6,PhD,Business Analyst,Large,53121,7992
8,Master,Software Developer,Small,60988,226
12,Master,Data Scientist,Medium,56908,1051
14,MBA,Data Analyst,Medium,71917,749
12,PhD,Business Analyst,Small,59019,268
10,MBA,Software Developer,Large,70900,7340
20,MBA,Business Analyst,Large,68742,7360
15,PhD,Business Analyst,Large,65046,8669
7,PhD,QA Engineer,Medium,60307,1550
9,Bachelor,Business Analyst,Medium,41111,1765
10,MBA,QA Engineer,Medium,69946,1952
10,PhD,Project Manager,Large,62459,7101
16,Master,QA Engineer,Small,58777,129
7,Bachelor,Business Analyst,Medium,45129,573
5,MBA,Data Analyst,Medium,61598,1931
3,PhD,Business Analyst,Small,47003,337
18,Bachelor,Business Analyst,Large,66144,8057
11,Bachelor,Data Analyst,Medium,51333,1554
15,Master,Software Developer,Large,58454,9664
20,Bachelor,Data Scientist,Medium,59835,1625
5,MBA,Project Manager,Medium,66432,774
12,PhD,Software Developer,Small,53532,471
4,Bachelor,Business Analyst,Small,39929,331
15,Bachelor,Software Developer,Small,47721,145
9,MBA,Data Scientist,Small,70569,403
7,Master,Software Developer,Large,53196,7958
10,Master,Data Scientist,Large,51450,2708
13,PhD,Software Developer,Large,65941,7262
8,MBA,QA Engineer,Small,67634,288
12,Master,Business Analyst,Medium,63638,1323
19,PhD,Data Scientist,Large,73642,4099
1,PhD,Project Manager,Small,43539,102
16,Master,Business Analyst,Small,56558,483
17,MBA,QA Engineer,Small,76991,249
18,Bachelor,Software Developer,Large,47395,6847
11,Master,Business Analyst,Medium,60015,754
18,Bachelor,Software Developer,Large,59410,8861
7,Bachelor,Software Developer,Small,36211,271
18,MBA,Business Analyst,Small,77425,432
8,MBA,Data Scientist,Small,78730,118
6,PhD,Data Scientist,Large,52620,9652
7,MBA,Business Analyst,Medium,57146,1844
10,PhD,Data Scientist,Large,57262,3826
11,Master,Data Analyst,Small,45561,209
13,Bachelor,Software Developer,Small,52962,121
9,MBA,Business Analyst,Small,61605,199
7,Master,Project Manager,Large,52676,9996
9,PhD,QA Engineer,Large,60034,2880
13,MBA,Business Analyst,Large,68301,3400
3,Bachelor,Business Analyst,Small,32233,418
3,Master,Software Developer,Large,46147,2347
1,MBA,QA Engineer,Medium,57602,1909
20,MBA,Software Developer,Medium,72314,1050
2,Master,Project Manager,Medium,39437,1425
3,PhD,Data Scientist,Large,43818,3124
15,PhD,Business Analyst,Small,61421,407
6,MBA,Software Developer,Small,61984,96
13,PhD,Project Manager,Small,60325,306
1,PhD,Project Manager,Small,42941,124
20,Master,Data Analyst,Small,66684,343
19,PhD,Business Analyst,Large,73394,7465
1,PhD,Project Manager,Medium,52878,1435
2,Master,Data Scientist,Large,51609,7061
15,MBA,Software Developer,Small,76025,232
14,MBA,Software Developer,Large,67735,6015
19,Master,Data Analyst,Large,60703,5374
11,Bachelor,Data Scientist,Large,50960,2199
15,Master,Project Manager,Small,60890,183
6,Bachelor,Data Analyst,Small,38725,133
20,PhD,Project Manager,Small,76333,305
9,MBA,Project Manager,Large,60937,8089
5,Bachelor,Business Analyst,Large,34325,5373
20,Bachelor,QA Engineer,Medium,62848,1152
2,PhD,Project Manager,Medium,46941,1484
6,MBA,Software Developer,Small,60447,453
18,PhD,Project Manager,Medium,66480,1748
19,MBA,Data Analyst,Small,79479,367
9,MBA,Project Manager,Small,64922,323
6,PhD,Software Developer,Large,55052,9701
14,Bachelor,Software Developer,Medium,56702,1868
13,Master,Data Analyst,Small,54026,387
11,MBA,Software Developer,Small,71482,120
12,MBA,Data Scientist,Medium,77965,1285
19,Master,Data Scientist,Medium,58135,571
19,Master,QA Engineer,Medium,70266,1791
19,PhD,Data Scientist,Medium,66028,1449
13,MBA,Data Analyst,Medium,67720,1992
14,PhD,Project Manager,Medium,57115,1823
18,Master,Data Scientist,Medium,59731,1320
12,PhD,QA Engineer,Small,64138,465
4,MBA,Business Analyst,Large,64257,7833
10,Bachelor,Business Analyst,Small,52663,267
17,Bachelor,Data Analyst,Small,45871,73
4,MBA,QA Engineer,Large,52310,3106
12,PhD,Data Scientist,Large,63745,6383
13,Master,QA Engineer,Large,59130,8541
4,Master,Software Developer,Medium,50691,1506
10,Bachelor,QA Engineer,Medium,49614,1071
3,PhD,Data Scientist,Medium,45471,702
15,Master,Data Analyst,Small,54162,423
2,Master,Software Developer,Large,43912,3047
17,MBA,QA Engineer,Large,69058,3297
6,PhD,Business Analyst,Small,50279,231
8,PhD,Data Scientist,Medium,57034,934
3,Master,Data Analyst,Large,43282,2502
18,PhD,Project Manager,Small,69455,296
1,PhD,Data Scientist,Medium,50608,1100
16,PhD,QA Engineer,Small,59974,484
7,MBA,Data Analyst,Medium,64671,1750
3,Master,Business Analyst,Small,38070,445
4,Bachelor,Software Developer,Medium,40236,980
9,PhD,QA Engineer,Small,61778,395
5,Master,Data Analyst,Small,48898,399
19,Bachelor,Software Developer,Small,53748,373
15,MBA,Data Analyst,Small,68409,83
8,Master,Project Manager,Large,57874,3909
6,MBA,QA Engineer,Large,66832,2794
18,Master,Data Analyst,Large,61565,9953
19,MBA,Business Analyst,Large,84630,9549
15,Master,Data Analyst,Small,58229,264
7,MBA,QA Engineer,Large,75807,3347
10,Bachelor,Data Analyst,Large,46699,5484
6,Master,Software Developer,Small,60533,270
14,Bachelor,Software Developer,Large,53644,4718
17,PhD,Project Manager,Large,62318,7250
9,Bachelor,Data Scientist,Medium,46967,604
19,Master,Project Manager,Large,67312,5152
5,Bachelor,Data Scientist,Medium,42077,1217
7,Master,Business Analyst,Large,46476,6290
19,MBA,Software Developer,Small,80122,494
20,PhD,Data Scientist,Large,75138,2838
7,Bachelor,Data Analyst,Small,40902,368
2,PhD,Business Analyst,Large,50100,4974
16,Bachelor,QA Engineer,Large,50197,5580
13,Master,Data Scientist,Small,58413,378
8,Bachelor,Project Manager,Small,40915,344
6,PhD,Data Scientist,Small,56370,342
6,Bachelor,Project Manager,Small,48887,445
9,PhD,Project Manager,Medium,62165,1507
4,PhD,Software Developer,Medium,51547,1586
11,Master,Business Analyst,Small,47646,321
5,MBA,Project Manager,Medium,62104,604
17,MBA,Software Developer,Large,74546,7338
20,Bachelor,Software Developer,Large,60128,7757
7,PhD,Project Manager,Large,56955,8629
15,Master,Business Analyst,Medium,56994,1074
15,MBA,Data Analyst,Medium,70571,1040
14,Master,Data Scientist,Large,59917,2898
13,Master,Software Developer,Small,64282,452
11,PhD,Data Scientist,Large,62142,6556
13,Bachelor,Business Analyst,Medium,51250,772
9,PhD,Data Analyst,Large,63946,8929
10,MBA,QA Engineer,Large,66717,4173
4,MBA,Data Analyst,Medium,67261,1636
17,Master,Business Analyst,Medium,65391,1911
14,PhD,Data Analyst,Medium,51154,1759
18,PhD,QA Engineer,Medium,71624,1073
11,Master,Software Developer,Large,51161,9253
16,Bachelor,Data Analyst,Medium,59151,865
1,Master,Project Manager,Small,34119,381
7,Master,Project Manager,Medium,49058,961
10,MBA,Business Analyst,Medium,67157,1985
9,PhD,Data Analyst,Large,56843,3196
3,MBA,QA Engineer,Small,64640,178
14,Master,Business Analyst,Small,71864,242
15,PhD,Data Analyst,Small,67255,68
2,Master,Business Analyst,Medium,50017,867
14,Master,Project Manager,Large,64501,3675
16,Bachelor,QA Engineer,Large,67319,5110
7,MBA,Software Developer,Medium,68276,1964
4,MBA,QA Engineer,Small,64926,357
18,Master,Software Developer,Small,62016,175
5,Bachelor,Data Scientist,Large,37243,4993
6,Master,Project Manager,Medium,53889,1333
7,Master,Project Manager,Small,46687,477
15,Master,Project Manager,Medium,49002,1784
1,Bachelor,QA Engineer,Large,44835,6797
4,PhD,Software Developer,Medium,51907,901
1,Bachelor,Data Scientist,Medium,38953,1438
11,Master,Data Scientist,Medium,48714,1235
18,PhD,Data Scientist,Medium,73929,1948
14,Master,Business Analyst,Small,56487,278
11,Bachelor,QA Engineer,Large,50098,5766
10,Bachelor,QA Engineer,Small,51112,174
17,PhD,Project Manager,Small,68130,282
4,Bachelor,QA Engineer,Small,37245,349
15,Master,QA Engineer,Small,59068,435
16,PhD,Business Analyst,Large,65364,2786
13,MBA,QA Engineer,Large,58190,7549
9,Master,Software Developer,Small,52030,254
11,MBA,Data Scientist,Medium,73594,892
11,PhD,Business Analyst,Medium,52131,1631
6,PhD,Business Analyst,Medium,58446,951
1,Master,Project Manager,Medium,45458,950
6,Bachelor,QA Engineer,Medium,49249,1544
13,Master,Data Scientist,Large,58055,4141
5,Bachelor,Software Developer,Medium,40867,1562
15,Bachelor,Data Scientist,Large,54030,2629
18,Master,Data Analyst,Medium,61929,1233
20,PhD,Data Scientist,Medium,66163,1752
14,Master,Software Developer,Small,55934,309
15,MBA,Software Developer,Small,76463,452
5,PhD,Software Developer,Small,53574,222
4,Bachelor,Business Analyst,Large,38533,8708
2,PhD,Business Analyst,Large,50827,3387
7,Master,Data Analyst,Small,45730,210
10,PhD,Data Scientist,Small,60822,322
16,Bachelor,QA Engineer,Medium,57405,843
10,Bachelor,Project Manager,Large,48748,8011
18,PhD,Data Analyst,Medium,64533,1716
17,MBA,QA Engineer,Medium,80682,655
13,Bachelor,QA Engineer,Small,47637,234
1,MBA,Data Analyst,Medium,57365,1734
1,Bachelor,Data Scientist,Medium,44012,1610
15,PhD,Project Manager,Small,57514,450
1,Bachelor,QA Engineer,Small,32999,309
6,MBA,Business Analyst,Medium,63515,1930
13,MBA,Business Analyst,Medium,69180,751
1,PhD,Data Analyst,Medium,41756,1155
5,MBA,Project Manager,Large,62232,7086
9,MBA,Project Manager,Medium,55802,796
17,PhD,QA Engineer,Small,79291,313
16,Bachelor,Data Analyst,Medium,59606,595
8,PhD,Project Manager,Large,53262,4000
17,Bachelor,Project Manager,Medium,54865,1731
15,Bachelor,Business Analyst,Large,46031,6315
1,Bachelor,Data Analyst,Large,44002,6840
12,Master,QA Engineer,Small,56130,271
5,Bachelor,QA Engineer,Medium,35183,1046
6,PhD,Business Analyst,Large,53351,6163
1,PhD,Software Developer,Medium,52779,1718
1,PhD,Software Developer,Large,51998,5332
10,Master,Project Manager,Small,55836,165
10,MBA,Data Scientist,Small,68637,214
3,Master,Business Analyst,Medium,33185,1159
17,PhD,Data Scientist,Medium,80646,1486
19,PhD,Project Manager,Medium,69066,1845
11,MBA,Business Analyst,Medium,70933,576
18,Master,QA Engineer,Medium,70911,633
2,PhD,Business Analyst,Large,51558,4722
9,Bachelor,Data Analyst,Medium,54150,1601
17,Bachelor,Data Scientist,Large,62182,3670
14,PhD,Business Analyst,Large,72753,6495
4,Bachelor,Data Scientist,Large,43884,3113
17,MBA,Project Manager,Medium,74832,1446
17,PhD,Business Analyst,Small,65967,161
12,Master,Software Developer,Small,64482,401
20,PhD,Data Scientist,Medium,71125,1048
18,MBA,QA Engineer,Medium,82422,1473
3,Master,QA Engineer,Medium,41594,1467
11,MBA,Business Analyst,Large,67278,3171
18,Bachelor,QA Engineer,Small,58480,435
4,Bachelor,QA Engineer,Small,38627,394
17,Bachelor,Data Scientist,Small,53271,459
18,MBA,Business Analyst,Small,76128,346
5,MBA,Data Scientist,Large,65712,6227
14,PhD,Business Analyst,Medium,62316,744
10,Master,QA Engineer,Large,53161,6191
15,Master,Business Analyst,Medium,67517,1184
1,MBA,Project Manager,Medium,59953,786
16,MBA,Business Analyst,Small,81840,446
11,Bachelor,Data Analyst,Small,50601,260
20,MBA,Business Analyst,Medium,79422,571
6,Bachelor,Data Analyst,Medium,50855,1431
16,MBA,Data Scientist,Small,68545,201
2,Master,Data Analyst,Small,47723,250
1,PhD,Data Scientist,Small,55681,148
9,MBA,Business Analyst,Small,59282,495
12,Bachelor,Data Scientist,Small,47204,145
17,PhD,QA Engineer,Large,69637,7832
15,Bachelor,Project Manager,Large,56382,2898
19,Bachelor,Business Analyst,Large,64343,7820
10,PhD,Data Analyst,Small,54420,114
12,PhD,Project Manager,Medium,58880,1233
14,PhD,Software Developer,Medium,72788,1198
9,MBA,Project Manager,Small,71004,464
13,PhD,Business Analyst,Large,66664,6724
3,MBA,Project Manager,Medium,59620,1283
14,Master,Project Manager,Small,57560,195
10,Master,QA Engineer,Large,57445,4418
16,Bachelor,Data Scientist,Large,59351,2108
7,Bachelor,Project Manager,Large,44919,5889
4,MBA,Data Analyst,Large,54426,9733
20,Bachelor,Data Analyst,Large,53332,5511
11,Master,QA Engineer,Large,58289,2372
16,MBA,Project Manager,Large,77229,2641
20,MBA,Project Manager,Large,78594,5291
4,PhD,QA Engineer,Large,45387,3220
17,MBA,Business Analyst,Large,83083,3549
13,Bachelor,Software Developer,Small,48532,448
11,Master,Software Developer,Medium,52316,1898
3,Bachelor,Data Scientist,Small,38827,73
9,Master,Data Analyst,Medium,45840,680
6,PhD,Business Analyst,Small,48417,114
11,Master,Data Analyst,Medium,55161,1901
16,PhD,Business Analyst,Medium,73671,658
19,Bachelor,QA Engineer,Medium,71081,1174
5,PhD,Data Scientist,Small,56922,192
14,MBA,QA Engineer,Medium,82073,920
17,MBA,Data Analyst,Large,79537,6140
3,Master,Data Scientist,Medium,50648,1772
4,Bachelor,Project Manager,Small,40718,264
16,Bachelor,Business Analyst,Small,56896,419
16,Master,Business Analyst,Large,62326,7833
4,MBA,Data Scientist,Medium,61367,1585
19,PhD,QA Engineer,Small,69198,356
17,Master,Data Scientist,Medium,65200,666
13,PhD,QA Engineer,Large,61699,4859
1,PhD,Data Scientist,Large,51369,9071
12,Bachelor,QA Engineer,Small,49281,69
4,MBA,Software Developer,Medium,68606,1451
11,PhD,Data Scientist,Large,67395,8629
5,MBA,QA Engineer,Large,59161,8830
2,Bachelor,Project Manager,Small,37081,399
17,Master,Data Analyst,Large,59819,9003
8,Master,Data Analyst,Small,51421,101
6,Bachelor,Data Scientist,Large,32727,7376
9,Bachelor,Data Scientist,Large,49092,9419
13,PhD,Business Analyst,Small,56709,254
11,Bachelor,QA Engineer,Small,46334,438
16,Master,Data Scientist,Medium,63344,716
16,MBA,Data Analyst,Large,83916,5261
2,MBA,Data Analyst,Medium,57710,1972
10,MBA,Data Analyst,Medium,70160,1522
12,MBA,QA Engineer,Small,64734,302
8,Bachelor,Software Developer,Large,43812,7762
11,Bachelor,Data Scientist,Small,45179,359
10,MBA,Software Developer,Large,69109,7478
13,Bachelor,QA Engineer,Small,46312,470
17,PhD,Project Manager,Large,74180,6376
7,Bachelor,Data Scientist,Medium,40941,1970
3,PhD,Business Analyst,Large,50395,8685
20,PhD,Data Scientist,Large,68322,6471
13,Bachelor,Data Scientist,Small,45270,170
19,MBA,Data Scientist,Large,70662,7731
7,PhD,Data Scientist,Large,44539,4021
9,Bachelor,Project Manager,Large,46151,6665
19,Master,Data Scientist,Large,68784,3693
13,MBA,QA Engineer,Medium,69101,746
8,Master,Data Scientist,Small,44153,111
18,PhD,Project Manager,Large,65531,4830
2,Master,QA Engineer,Small,41879,60
18,Bachelor,Data Scientist,Medium,53884,1168
18,MBA,Data Scientist,Medium,82280,1616
11,PhD,QA Engineer,Large,67647,4270
1,Bachelor,Data Scientist,Small,35867,91
14,MBA,Project Manager,Small,64685,298
16,PhD,Data Analyst,Small,62125,183
11,PhD,Data Scientist,Medium,60480,957
1,PhD,Business Analyst,Medium,42346,1531
7,PhD,QA Engineer,Large,56363,8826
16,Master,Project Manager,Small,62179,279
14,Master,Data Scientist,Small,56772,138
15,Master,Data Scientist,Medium,58900,1883
14,PhD,QA Engineer,Large,60000,7592
11,Master,Software Developer,Large,50454,8780
16,MBA,Project Manager,Large,74883,8934
19,PhD,Project Manager,Medium,68092,849
17,MBA,Data Analyst,Small,76446,222
6,MBA,Data Analyst,Large,57576,2237
11,Master,Data Scientist,Large,46708,6313
17,PhD,QA Engineer,Small,67174,490
9,Master,Business Analyst,Large,57496,8207
18,Master,Data Scientist,Medium,54596,1937
17,Master,Data Analyst,Large,68316,8330
12,PhD,Data Scientist,Small,69705,216
5,PhD,QA Engineer,Medium,44517,924
11,Master,Project Manager,Large,60486,5633
4,MBA,Project Manager,Small,53870,409
4,MBA,Project Manager,Small,63014,155
3,PhD,Project Manager,Small,59393,412
17,Bachelor,Business Analyst,Small,58284,86
7,Master,Software Developer,Large,52075,5477
4,Master,Business Analyst,Large,49840,7263
13,Bachelor,Data Scientist,Medium,67067,1154
12,PhD,Data Analyst,Medium,59383,1856
1,MBA,QA Engineer,Small,63408,89
19,PhD,Data Scientist,Small,64451,363
20,MBA,Software Developer,Medium,73940,1148
18,MBA,QA Engineer,Large,79404,2247
11,PhD,QA Engineer,Large,65999,7456
20,Master,QA Engineer,Large,68058,5738
3,Master,Data Scientist,Small,42593,274
17,Master,Software Developer,Medium,59494,1943
12,MBA,Data Scientist,Medium,66167,512
10,Master,QA Engineer,Medium,54534,1230
8,MBA,QA Engineer,Large,68194,7264
15,Master,Data Analyst,Medium,64617,1531
5,PhD,Business Analyst,Medium,46895,925
4,Bachelor,Data Scientist,Large,59095,9760
20,MBA,Software Developer,Small,74372,440
19,PhD,QA Engineer,Small,65911,413
4,MBA,Data Scientist,Large,60005,7249
15,MBA,Business Analyst,Medium,74000,1583
17,PhD,Data Scientist,Small,71497,217
12,Master,Business Analyst,Small,58618,468
3,MBA,Data Scientist,Small,62856,251
10,Bachelor,Data Analyst,Large,55483,7238
15,Bachelor,Data Scientist,Small,58969,264
10,PhD,Project Manager,Medium,53571,1837
18,Bachelor,Data Analyst,Large,55675,7539
1,PhD,Business Analyst,Large,46183,5350
3,PhD,QA Engineer,Small,50653,423
12,MBA,QA Engineer,Medium,76728,1126
1,PhD,Data Scientist,Large,53027,2347
3,PhD,Software Developer,Small,51039,63
3,Master,Data Scientist,Medium,50567,1383
5,MBA,Data Analyst,Medium,66993,1163
19,Bachelor,Data Analyst,Large,51930,5545
1,Master,Business Analyst,Small,37559,260
4,Master,Data Scientist,Medium,47842,1055
4,MBA,Business Analyst,Large,60106,6202
17,MBA,Software Developer,Large,80233,6081
14,Master,QA Engineer,Large,55754,4988
18,MBA,QA Engineer,Large,81719,4610
1,MBA,Data Scientist,Large,57168,4379
16,PhD,Business Analyst,Medium,70179,603
3,MBA,Business Analyst,Large,61558,9504
9,PhD,Software Developer,Small,57381,271
4,Master,Business Analyst,Small,54334,186
5,Master,Project Manager,Medium,45662,946
11,Bachelor,Project Manager,Large,60334,3960
9,MBA,Data Analyst,Large,57716,8619
3,Master,Project Manager,Medium,39195,1958
6,PhD,Project Manager,Large,56390,3418
11,Master,Data Analyst,Large,46502,9141
9,MBA,Project Manager,Small,64137,118
15,Bachelor,Project Manager,Large,58175,8636
3,Bachelor,Data Analyst,Medium,38698,1735
1,Master,Data Scientist,Small,45881,344
20,Bachelor,Data Analyst,Medium,67080,1750
19,MBA,Data Analyst,Medium,81286,1659
14,MBA,Project Manager,Large,67697,2906
17,Bachelor,QA Engineer,Large,55754,3998
14,PhD,Project Manager,Small,64526,94
17,Bachelor,Data Scientist,Medium,57112,971
14,Bachelor,Data Analyst,Medium,50711,1947
12,Master,Software Developer,Large,55904,7529
16,PhD,Data Analyst,Medium,71646,1471
1,Bachelor,Data Scientist,Medium,24587,1520
13,Master,Business Analyst,Medium,59634,916
6,Master,Project Manager,Medium,44795,1601
17,Master,QA Engineer,Medium,52009,904
12,MBA,QA Engineer,Small,62040,238
19,Master,Project Manager,Medium,65850,788
6,Master,Project Manager,Medium,46796,1266
7,MBA,Data Scientist,Small,72015,99
1,MBA,Data Analyst,Large,64250,5484
1,Master,Software Developer,Large,36248,6505
5,Bachelor,Data Analyst,Small,41586,158
6,PhD,Data Analyst,Small,62201,273
16,MBA,Software Developer,Large,70931,5350
16,PhD,QA Engineer,Medium,75988,554
14,MBA,Data Analyst,Medium,72240,1836
1,Master,Business Analyst,Small,44003,408
13,MBA,Business Analyst,Medium,71953,825
20,Master,Data Scientist,Small,66005,217
10,PhD,Data Scientist,Large,64076,8019
10,Bachelor,Software Developer,Medium,43743,641
9,Master,Software Developer,Large,52596,6467
13,PhD,Data Scientist,Medium,64284,719
3,PhD,Project Manager,Medium,53059,1139
18,MBA,Data Analyst,Medium,83393,1802
20,Master,Project Manager,Small,65036,205
2,PhD,QA Engineer,Large,52680,2713
17,Bachelor,Business Analyst,Small,64676,341
19,MBA,Software Developer,Small,82724,315
13,MBA,Data Scientist,Large,71960,3532
13,PhD,Business Analyst,Large,61501,2233
1,Master,Project Manager,Small,48679,366
